isin,fund_name,category,fund_type,risk_rating,performance_rating,investment_strategy,dividend_frequency,roe,asset_stock,asset_bond,country_exposure,ongoing_cost,management_fees,nav_per_share_currency,nav_per_share,latest_nav_date,fund_trailing_return_ytd,fund_trailing_return_3years,fund_trailing_return_5years,fund_trailing_return_10years,long_term_projected_earnings_growth,historical_earnings_growth
LU0476289466,Xtrackers MSCI Mexico UCITS ETF 1C,Other Equity,equity,3.43,2.37,"The aim is for the investment to reflect the performance of the MSCI Mexico TRN Index (Index) which is designed to reflect the performance of the listed shares of certain companies from Mexico. The companies making up the Index are large and medium sized companies based on the combined value of a companys readily available shares as compared to other companies. A companys weighting on the Index depends on its relative size. The Index is calculated on a total return net basis which means that all dividends and distributions by the companies are reinvested in the shares after tax. The Index is reviewed and rebalanced at least quarterly. To achieve the aim, the Fund will attempt to replicate the Index by buying all (or, on an exceptional basis, a substantial number of) the shares in the Index in the same proportion as they have in the Index.",Acc,16.73,100.0,0.0,MEX: 100.0,0.65,0.45,EUR,3.27,2020-11-13,-15.06,-6.9,-1.53,-0.8,11.08,9.8
LU0476289540,Xtrackers MSCI Canada UCITS ETF 1C,Canada Equity,equity,5.0,2.0,"The aim is for the investment to reflect the performance of the MSCI CANADA TRN Index (Index) which is designed to reflect the performance of the listed shares of certain companies from Canada. The companies making up the Index are large and medium sized companies based on the combined value of a companys readily available shares as compared to other companies. A companys weighting in the Index depends on its relative size. The Index is calculated on a total return net basis which means that all dividends and distributions by the companies are reinvested in the shares after tax. The Index is reviewed and rebalanced at least quarterly. To achieve the aim, the Fund will attempt to replicate the Index by buying a substantial number of the shares in the Index in a similar proportion as the Index as determined by the Investment Manager of the Fund, which is Deutsche Asset Management Investment GmbH, and the Sub-Portfolio Manager of the Fund which is Deutsche Asset Management (UK) Limited.",Acc,11.45,100.0,0.0,CAN: 100.0,0.39742,0.15,EUR,46.81,2020-11-13,-2.4,1.56,10.18,3.97,5.94,12.44
LU0486851024,Xtrackers MSCI Europe Value UCITS ETF 1C,Europe Large-Cap Value Equity,equity,4.0,3.0,"The aim is for the investment to reflect the performance of the MSCI Europe Enhanced Value TRN Index (Index) which is designed to reflect the performance of the shares of certain companies from European markets. The shares are chosen on the basis that they exhibit higher value characteristics relative to their peers. When selecting which shares to choose, a number of factors are considered, including the market value of the company relative to its actual value based on its assets; its market value relative to its forecasted earnings; and its entire economic value relative to its cash flow. The Index is calculated on a total return net basis which means that all dividends and distributions by the companies are reinvested in the shares after tax. The Index is reviewed and rebalanced semi-annually. To achieve the aim, the Fund will attempt to replicate the Index by buying a substantial number of the shares in the Index in a similar proportion as the Index.",Acc,5.39,99.69,0.0,"GBR: 25.37, FRA: 23.96, DEU: 17.82, CHE: 6.93, NLD: 5.63, ITA: 5.43, ESP: 4.38, SWE: 2.84, FIN: 2.17, DNK: 1.46, SGP: 1.31, USA: 1.05, BEL: 0.72, AUT: 0.34, PRT: 0.34, NOR: 0.22, LUX: 0.05",0.25887,0.15,EUR,20.05,2020-11-13,-9.03,-2.35,5.65,4.14,8.49,-5.1
LU0496786574,Lyxor S&P 500 UCITS ETF - D-EUR,US Large-Cap Blend Equity,equity,2.0,5.0,"The Lyxor S&P 500 UCITS ETF is a UCITS compliant exchange traded fund that aims to track the benchmark index S&P 500 Net Total Return Index.The S&P 500 Net Total Return Index includes 500 leading companies in leading industries of the U.S. economy and reflects the risk and return characteristics of the broader large cap universe on an on-going basis. The complete constuction of the index is available on www.standardandpoors.com.Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index.",Acc,26.87,100.0,0.0,"USA: 99.08, GBR: 0.54, CHE: 0.33, SGP: 0.04, RUS: 0.01",0.15,0.15,EUR,30.88,2020-11-13,12.85,13.18,17.31,15.83,9.24,11.26
LU0136234068,UBS ETF - EURO STOXX 50 UCITS ETF (EUR) A-dis,Eurozone Large-Cap Equity,equity,4.0,3.0,"The sub-fund aims to track, before expenses, the price and income performance of the EURO STOXX 50 Index (Net Return) (this sub-fund's ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",Acc,10.42,98.88,0.0,"FRA: 34.86, DEU: 27.34, NLD: 17.48, ESP: 6.24, GBR: 4.77, ITA: 4.51, BEL: 1.88, FIN: 1.86, USA: 1.06",0.16,0.15,EUR,34.53,2020-11-13,-0.39,1.89,8.68,6.0,11.04,-2.63
LU0446734872,UBS ETF - MSCI Canada UCITS ETF (CAD) A-dis,Canada Equity,equity,3.0,3.0,"The investment seeks to track the price and yield performance, before fees and expenses, of the MSCI Canada index. The relative weightings of the companies correspond to their weightings in the index.",Acc,11.47,99.67,0.0,CAN: 100.0,0.48,0.33,EUR,27.23,2020-11-13,-1.2,1.81,10.47,4.04,5.94,12.47
LU0147308422,UBS ETF - MSCI EMU UCITS ETF (EUR) A-dis,Eurozone Large-Cap Equity,equity,3.0,4.0,"The sub-fund aims to track, before expenses, the price and income performance of the MSCI EMU Index (Net Return) (this sub-fund's ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",Acc,10.04,99.3,0.0,"FRA: 32.53, DEU: 27.82, NLD: 14.65, ESP: 7.48, ITA: 6.55, FIN: 3.13, BEL: 2.86, GBR: 1.74, USA: 1.68, AUT: 0.54, PRT: 0.49, SGP: 0.45, LUX: 0.08",0.2,0.18,EUR,121.52,2020-11-13,1.16,1.75,9.25,6.76,10.44,-1.07
LU0446734369,UBS ETF - MSCI EMU Value UCITS ETF (EUR) A-dis,Eurozone Large-Cap Equity,equity,5.0,2.0,"The investment seeks to track the price and yield performance, before fees and expenses, of the MSCI EMU Value index. The relative weightings of the companies correspond to their weightings in the index. The index seeks European countries to measure economic and monetary union (EMU).",Acc,6.17,100.03,0.0,"DEU: 34.32, FRA: 30.65, ESP: 9.7, ITA: 9.37, BEL: 3.83, NLD: 3.8, FIN: 2.69, GBR: 2.18, USA: 1.85, PRT: 0.77, AUT: 0.7, LUX: 0.14",0.27,0.25,EUR,32.95,2020-11-13,-6.04,-3.3,6.05,3.7,10.14,-3.2
LU0446734104,UBS ETF - MSCI Europe UCITS ETF (EUR) A-dis,Europe Large-Cap Blend Equity,equity,3.0,4.0,"The investment seeks to track the price and yield performance, before fees and expenses, of the MSCI Europe index. The sub-fund will take an exposure on the component of its Index. The proportionate exposure by the sub-fund to the component securities will be substantially achieved either through direct investment or through the use of derivatives or through a combination of both techniques.",Acc,14.19,99.85,0.0,"GBR: 21.59, FRA: 16.99, CHE: 16.13, DEU: 14.59, NLD: 7.69, SWE: 5.06, ESP: 3.95, DNK: 3.89, ITA: 3.41, FIN: 1.95, USA: 1.52, BEL: 1.51, NOR: 0.91, AUT: 0.28, PRT: 0.26, SGP: 0.23, LUX: 0.04",0.22,0.2,EUR,62.6,2020-11-13,-0.66,2.41,8.25,7.3,8.9,-1.24
LU0136240974,UBS ETF - MSCI Japan UCITS ETF (JPY) A-dis,Japan Large-Cap Equity,equity,2.0,3.0,"The sub-fund aims to track, before expenses, the price and income performance of the price of the MSCI Japan Index (Net Return) (this sub-fund's ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",Acc,8.75,99.63,0.0,JPN: 100.0,0.22,0.19,EUR,42.18,2020-11-13,7.7,4.0,9.83,8.24,9.43,-3.99
LU0446734526,UBS ETF - MSCI Pacific (ex Japan) UCITS ETF (USD) A-dis,Pacific ex-Japan Equity,equity,3.0,3.0,"The sub-fund aims to track, before expenses, the price and income performance of the price of the MSCI Pacific ex Japan Index (Net Return) (this sub-fund's ""Index""). The sub-fund will take an exposure on the components of its Index. The proportionate exposure by the sub-fund to the component securities will be substantially achieved either through direct investment or through the use of derivatives or through a combination of both techniques.",Acc,10.83,99.42,0.0,"AUS: 58.5, HKG: 24.77, SGP: 9.42, NZL: 2.66, CHN: 1.75, GBR: 1.16, MAC: 0.98, USA: 0.48, PNG: 0.28",0.31,0.3,EUR,36.06,2020-11-13,-1.28,2.28,11.22,6.14,5.57,-6.93
LU0136234654,UBS ETF - MSCI USA UCITS ETF (USD) A-dis,US Large-Cap Blend Equity,equity,3.0,4.0,"The sub-fund aims to track, before expenses, the price and income performance of the MSCI USA Index (Net Return) (this sub-fund's ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",Acc,25.13,99.62,0.0,"USA: 98.55, GBR: 0.57, CHE: 0.33, CHN: 0.21, BRA: 0.18, CAN: 0.1, SGP: 0.04, SWE: 0.02",0.14,0.14,EUR,292.67,2020-11-13,11.91,12.84,16.75,15.28,9.36,10.8
LU0340285161,UBS ETF - MSCI World UCITS ETF (USD) A-dis,Global Large-Cap Blend Equity,equity,3.0,4.0,"The sub-fund aims to track, before expenses, the price and income performance of the MSCI World Index (Net Return) (this sub-fund's ""index""). The index is rebalanced on a quarterly basis and may also be rebalanced at other times in order to comply with applicable investment restrictions or to reflect corporate activity such as mergers and acquisitions.",Acc,20.67,99.76,0.0,"USA: 65.49, JPN: 7.8, GBR: 4.6, CHE: 3.32, FRA: 3.27, CAN: 3.13, DEU: 2.79, AUS: 2.09, NLD: 1.47, SWE: 0.97, HKG: 0.9, ESP: 0.76, DNK: 0.75, ITA: 0.66, SGP: 0.42, FIN: 0.39, BEL: 0.28, CHN: 0.2, NOR: 0.18, ISR: 0.17, BRA: 0.11, NZL: 0.09, AUT: 0.06, PRT: 0.05, MAC: 0.04, PNG: 0.01",0.31,0.3,EUR,213.62,2020-11-13,9.03,9.0,13.81,11.54,9.04,4.78
IE00B3DWVS88,Invesco MSCI Emerging Markets UCITS ETF,Global Emerging Markets Equity,equity,3.0,3.0,"The Fund aims to provide the performance of the MSCI Emerging Markets TR (Net) Index* (the Benchmark Index) which is derived from the MSCI Global Investable Market Indices (GIMI) Methodology. The Benchmark Index provides exposure to large and mid cap representation across 21 Emerging Markets (EM) countries. The Fund invests substantially all of its assets in a diversified portfolio of international equities (which are not necessarily selected from the Benchmark Index). In order to achieve its investment objective, the Fund enters into over-the-counter derivative contracts called ""outperformance swaps"". Under the terms of these outperformance swaps, the Fund receives (or pays) the difference between the performance of its equity portfolio and the performance of the Benchmark Index.",Acc,15.09,99.95,0.0,"CHN: 42.85, TWN: 12.61, KOR: 11.9, IND: 8.15, BRA: 4.39, ZAF: 3.43, SAU: 2.68, RUS: 2.56, THA: 1.69, MYS: 1.66, MEX: 1.64, IDN: 1.32, PHL: 0.78, QAT: 0.77, ARE: 0.55, POL: 0.53, CHL: 0.5, HKG: 0.42, TUR: 0.31, USA: 0.23, HUN: 0.18, COL: 0.16, PER: 0.16, LUX: 0.12, GRC: 0.11, EGY: 0.1, CZE: 0.09, NLD: 0.07, ARG: 0.02, PAK: 0.02, ROU: 0.02",0.54,0.29,USD,52.41,2020-11-13,8.85,3.52,13.07,4.27,8.73,4.98
IE00B3YCGJ38,Invesco S&P 500 UCITS ETF,US Large-Cap Blend Equity,equity,3.0,5.0,"The investment objective is to achieve the Target Performance (which is the net return performance of the Reference Index (being the S&P 500 Index (less fees, expenses and transaction costs)). The fund does not intend to make dividend payments. The fund invests all or substantially all of the net proceeds of any issue of shares in global equities (including the constituents of the Reference Index (where appropriate)) and equity related securities, FDIs, units of other UCITS and Swaps. It may invest up to 10% of its net assets in units of other UCITS.",Acc,26.87,100.0,0.0,"USA: 99.08, GBR: 0.54, CHE: 0.33, SGP: 0.04, RUS: 0.01",0.05,0.05,USD,661.21,2020-11-13,13.01,13.23,17.23,15.68,9.24,11.26
LU0378434582,ComStage STOXX® Europe 600 UCITS ETF,Europe Large-Cap Blend Equity,equity,3.0,4.0,"The ComStage ETF STOXX Europe 600 NR is an exchange-traded fund linked to the performance of the STOXX Europe 600 performance index (Net Return index, NR). Dividends are included in the calculated performance of this index. All fund income is reinvested and hence increases the performance of the ETF.",Acc,14.61,99.82,0.0,"GBR: 22.55, CHE: 16.32, FRA: 15.69, DEU: 13.72, NLD: 7.65, SWE: 5.56, DNK: 4.0, ESP: 3.57, ITA: 3.22, FIN: 2.22, BEL: 1.52, USA: 1.49, NOR: 1.02, AUT: 0.3, POL: 0.3, PRT: 0.25, SGP: 0.23, IRL: 0.11, RUS: 0.11, TWN: 0.06, LUX: 0.04, MEX: 0.03, ARE: 0.02, EGY: 0.02",0.2,0.025,EUR,78.63,2020-11-13,-0.12,2.69,8.36,7.36,9.11,-1.95
